Price
8565.439999999993
5747.459999999997
3676.319999999998
16223.440000000013
11531.499999999998
2557.4399999999996
13682.110000000002
7408.259999999994
9558.429999999995
4923.070000000001
2518.44
2205.7300000000005
15600.19
3189.7700000000023
8071.279999999999
9708.999999999998
4763.229999999998
18272.909999999996
3190.4100000000003
6259.329999999998
1226.9299999999998
6387.209999999999
1649.5500000000004
5236.360000000002
4213.380000000004
2676.619999999999
7026.570000000006
5114.879999999999
8298.890000000001
5728.67
1566.3700000000001
1272.33
2806.790000000001
11949.640000000001
6380.810000000006
1592.0100000000002
2346.45
6259.329999999998
3124.4900000000002
5619.969999999998
2487.1100000000006
9584.010000000006
3343.789999999999
4360.439999999999
6387.209999999999
9072.519999999997
2359.239999999999
8305.290000000005
4085.5099999999998
2979.42
2039.5600000000004
5377.020000000004
2547.7899999999995
7052.140000000006
2455.1400000000003
4909.0099999999975
2806.790000000001
3747.8599999999974
15657.92999999999
2653.340000000001
8305.290000000005
5619.969999999998
3829.769999999998
6016.379999999998
4411.580000000001
12678.51
2804.81
1464.1300000000003
3510.0900000000006
6067.5300000000025
6962.629999999997
6105.890000000004
5562.429999999999
7000.99
2487.1100000000006
6067.5300000000025
3318.279999999998
5466.529999999996
3388.609999999998
6246.549999999999
7008.4099999999935
9654.339999999998
5498.500000000001
2551.050000000001
2525.4699999999993
8624.970000000005
4469.1299999999965
3829.699999999997
9264.329999999994
10543.050000000003
4469.1299999999965
4405.19
7653.140000000005
7640.3499999999985
6706.889999999997
5415.380000000004
3835.5200000000023
3100.9000000000024
3689.1100000000033
7985.610000000004
4597.0
2231.3699999999994
4136.660000000003
7154.440000000003
8567.419999999995
4213.380000000004
2652.7000000000007
7627.560000000001
8305.290000000005
9462.530000000008
8068.72
8816.770000000004
8944.650000000005
4616.18
10415.170000000004
8944.580000000007
6930.659999999998
7226.879999999995
3605.9899999999984
7148.039999999995
3062.530000000002
14331.250000000011
4021.569999999998
8126.269999999997
2883.5100000000007
1655.9399999999996
5191.6
1777.3600000000001
8925.470000000007
5933.259999999996
4085.449999999998
2870.729999999999
5651.9400000000005
3657.140000000003
3823.370000000001
6316.880000000006
1613.4900000000005
5997.200000000003
3190.4100000000003
4469.1299999999965
4187.810000000001
7135.390000000003
5556.039999999996
3848.9499999999966
2359.239999999999
7026.570000000006
12876.710000000005
2199.4
12972.609999999991
2857.9400000000005
7987.269999999996
5747.8499999999985
3184.009999999998
12083.900000000001
6917.880000000005
