Ram,Weight,Touchscreen,ppi,HDD,SSD
16,3.21,0,141.21199808219862,1000,128
4,2.5,0,127.33567457123112,0,256
8,1.19,1,165.6321180513006,0,512
16,3.49,0,141.21199808219862,1000,256
4,1.86,0,100.45466986113652,500,0
4,2.2,0,100.45466986113652,1000,0
6,2.65,0,127.33567457123112,2000,0
4,2.1,0,100.45466986113652,500,0
4,1.45,0,111.93520355955212,0,0
4,1.7,0,157.3505121487356,0,256
8,3.14,0,127.33567457123112,500,0
8,1.42,1,209.8006828649808,0,256
8,1.5,0,165.6321180513006,0,256
4,1.4,0,135.0942111925629,0,0
16,1.38,1,157.3505121487356,0,512
4,1.2,1,176.23257360658386,0,0
16,1.36,1,165.6321180513006,0,512
4,2.1,0,141.21199808219862,500,0
8,2.56,0,141.21199808219862,1000,0
4,2.2,0,141.21199808219862,0,256
8,2.2,0,100.45466986113652,1000,0
4,2.1,0,141.21199808219862,2000,0
4,1.9,0,100.45466986113652,500,0
8,2.18,0,141.21199808219862,0,256
8,1.6,1,165.6321180513006,0,256
16,2.18,0,141.21199808219862,0,512
8,1.8,0,157.3505121487356,0,256
6,2.71,0,127.33567457123112,2000,0
8,2.5,0,141.21199808219862,1000,128
8,1.64,0,157.3505121487356,0,256
8,1.98,0,141.21199808219862,1000,0
4,1.5,0,157.3505121487356,0,0
16,1.93,0,141.21199808219862,0,512
8,1.87,0,157.3505121487356,0,256
8,1.9,0,141.21199808219862,0,256
4,2.19,0,100.45466986113652,500,0
4,1.4,0,161.72539083525606,32,0
8,2.63,0,127.33567457123112,0,256
8,1.17,0,209.8006828649808,0,512
8,1.58,1,117.82653006268644,0,256
8,1.32,0,157.3505121487356,0,256
32,4.36,0,254.67134914246225,1000,1000
8,2.7,0,127.33567457123112,1000,128
4,1.9,0,100.45466986113652,1000,0
8,2.2,0,141.21199808219862,1000,128
4,1.71,1,165.6321180513006,1000,0
8,2.32,0,100.45466986113652,1000,0
4,2.1,0,141.21199808219862,1000,0
16,4.2,0,127.33567457123112,1000,128
12,2.25,0,100.45466986113652,1000,0
6,2.1,0,141.21199808219862,1000,128
4,2.4,0,100.45466986113652,500,0
8,1.44,0,165.6321180513006,0,256
4,1.85,0,141.21199808219862,1000,0
16,2.6,0,141.21199808219862,0,256
8,1.55,1,165.6321180513006,1000,0
16,1.8,0,141.21199808219862,1000,256
4,2.4,0,100.45466986113652,500,0
8,2.0,0,141.21199808219862,1000,128
8,2.0,0,100.45466986113652,0,256
8,1.25,1,157.3505121487356,0,256
8,1.7,1,157.3505121487356,0,256
16,2.5,0,282.42399616439724,0,1000
2,1.68,0,111.93520355955212,0,0
16,0.81,0,165.6321180513006,0,256
8,1.86,0,141.21199808219862,0,256
8,1.6,0,111.93520355955212,0,256
16,3.0,0,127.33567457123112,0,256
4,1.4,1,135.0942111925629,0,128
8,1.84,0,141.21199808219862,0,256
4,2.45,0,100.45466986113652,1000,0
4,1.7,0,157.3505121487356,0,180
4,2.37,0,100.45466986113652,0,256
8,1.3,1,276.053530085501,0,256
8,2.2,0,141.21199808219862,1000,128
8,2.59,0,141.21199808219862,0,256
16,4.42,0,282.42399616439724,1000,256
4,2.1,0,100.45466986113652,0,256
8,2.5,0,141.21199808219862,1000,128
16,1.18,0,176.23257360658386,0,256
8,1.1,1,234.50740003017813,0,256
8,1.2,0,276.053530085501,0,256
4,1.65,0,117.82653006268644,500,0
4,1.6,0,117.82653006268644,0,128
4,2.8,0,90.58340172449304,1000,0
16,2.72,1,282.42399616439724,1000,128
8,1.31,1,165.6321180513006,0,256
4,2.1,0,100.45466986113652,1000,0
16,2.3,0,141.21199808219862,0,256
16,1.71,1,146.86047800548656,0,256
4,1.75,0,111.93520355955212,0,128
8,2.62,0,141.21199808219862,1000,0
4,1.26,0,125.36742798669836,0,256
12,2.3,1,141.21199808219862,2000,0
16,2.5,0,282.42399616439724,0,512
4,1.8,0,157.3505121487356,0,128
16,1.95,0,157.3505121487356,0,512
8,2.0,0,141.21199808219862,0,128
32,4.42,0,127.33567457123112,1000,1000
16,4.3,0,127.33567457123112,1000,256
16,1.47,0,157.3505121487356,0,512
8,2.2,0,100.45466986113652,1000,0
16,1.7,0,157.3505121487356,0,512
16,1.6,0,157.3505121487356,1000,256
8,2.2,0,141.21199808219862,1000,128
4,2.4,0,141.21199808219862,1000,0
16,4.2,0,127.33567457123112,1000,256
8,2.62,0,141.21199808219862,0,256
8,2.24,0,141.21199808219862,1000,128
4,1.22,0,157.3505121487356,0,0
8,1.37,1,165.6321180513006,0,512
8,2.08,1,141.21199808219862,0,256
8,0.92,0,226.4155471693585,0,0
8,1.42,1,209.8006828649808,0,256
4,1.63,0,111.93520355955212,0,0
8,1.95,0,100.45466986113652,0,128
8,1.38,1,158.48253022174808,0,256
8,2.0,0,141.21199808219862,0,256
8,3.14,0,141.21199808219862,0,256
8,2.37,0,141.21199808219862,0,256
8,1.29,0,165.6321180513006,0,256
8,2.06,1,282.42399616439724,0,256
4,1.63,0,135.0942111925629,0,128
8,1.26,0,125.36742798669836,0,256
4,2.1,0,100.45466986113652,500,0
8,2.04,0,100.45466986113652,2000,0
16,2.62,0,282.42399616439724,0,512
4,2.4,0,141.21199808219862,1000,0
12,3.74,0,127.33567457123112,1000,0
16,2.9,0,127.33567457123112,1000,512
8,0.81,0,165.6321180513006,0,256
8,1.98,0,141.21199808219862,1000,0
8,2.18,0,141.21199808219862,0,256
8,1.32,0,157.3505121487356,0,256
16,1.29,1,352.4651472131677,0,512
4,1.23,0,135.0942111925629,0,0
16,4.36,0,127.33567457123112,1000,128
4,1.76,0,111.93520355955212,500,0
4,2.1,0,100.45466986113652,500,0
4,1.25,0,111.93520355955212,0,128
8,1.13,0,157.3505121487356,0,512
8,2.4,0,141.21199808219862,0,256
8,1.13,0,157.3505121487356,0,0
4,1.75,0,111.93520355955212,0,128
8,1.1,1,165.6321180513006,0,256
4,1.76,0,111.93520355955212,500,0
4,1.35,0,135.0942111925629,0,0
8,1.5,0,157.3505121487356,0,128
32,3.49,1,254.67134914246225,0,512
16,1.1,0,209.8006828649808,0,512
4,2.1,0,141.21199808219862,1000,0
8,1.7,0,157.3505121487356,0,256
8,1.32,0,157.3505121487356,0,256
16,3.21,0,141.21199808219862,1000,256
16,2.9,0,127.33567457123112,1000,256
4,2.0,0,100.45466986113652,500,0
4,1.5,0,111.93520355955212,0,0
8,2.3,0,141.21199808219862,128,0
16,2.73,0,127.33567457123112,1000,512
32,4.42,0,127.33567457123112,1000,512
8,2.63,0,106.11306214269258,1000,0
8,2.18,0,100.45466986113652,0,128
8,1.54,0,157.3505121487356,0,512
4,2.18,0,141.21199808219862,0,256
4,1.4,1,135.0942111925629,0,0
8,1.45,0,165.6321180513006,0,512
8,1.28,1,165.6321180513006,0,256
8,1.54,0,157.3505121487356,0,512
4,1.86,0,100.45466986113652,0,128
16,2.1,0,141.21199808219862,1000,128
8,2.83,0,127.33567457123112,1000,0
8,1.96,0,157.3505121487356,0,256
8,2.3,0,141.21199808219862,0,256
8,1.9,0,141.21199808219862,0,128
4,2.0,0,100.45466986113652,1000,0
8,1.28,1,165.6321180513006,0,256
8,1.62,1,165.6321180513006,1000,0
4,2.2,0,141.21199808219862,1000,0
8,2.3,0,141.21199808219862,1000,0
8,1.84,0,141.21199808219862,0,256
4,1.05,0,165.6321180513006,0,128
8,2.5,0,141.21199808219862,1000,0
16,1.29,1,276.053530085501,0,512
4,2.07,0,141.21199808219862,500,0
8,1.2,0,117.82653006268644,0,256
8,1.37,1,165.6321180513006,0,256
8,1.56,0,157.3505121487356,0,256
8,2.23,0,141.21199808219862,1000,0
4,2.38,0,100.45466986113652,500,0
4,2.2,0,141.21199808219862,1000,0
8,2.0,0,141.21199808219862,0,256
4,1.44,0,165.6321180513006,0,180
16,1.23,0,146.86047800548656,0,256
8,1.6,0,176.23257360658386,0,256
4,2.0,0,100.45466986113652,1000,0
8,1.28,0,165.6321180513006,0,256
4,2.18,0,141.21199808219862,1000,128
4,2.04,0,141.21199808219862,0,256
4,1.28,1,165.6321180513006,0,256
4,2.3,1,100.45466986113652,500,0
4,1.65,0,111.1413368676404,0,0
8,2.2,0,141.21199808219862,1000,0
4,2.2,0,100.45466986113652,500,0
4,1.28,1,165.6321180513006,0,256
4,2.18,0,100.45466986113652,1000,0
12,2.2,0,127.33567457123112,1000,128
4,1.25,0,135.0942111925629,0,0
4,2.8,0,106.11306214269258,500,0
4,1.95,0,157.3505121487356,0,128
16,1.42,1,276.053530085501,0,256
8,1.17,0,146.86047800548656,0,256
8,1.32,0,157.3505121487356,0,256
16,2.43,0,254.67134914246225,2000,512
8,1.05,0,165.6321180513006,0,256
8,2.62,0,141.21199808219862,1000,0
8,2.04,0,141.21199808219862,1000,0
4,2.18,0,100.45466986113652,1000,0
8,1.9,0,141.21199808219862,500,0
8,1.24,1,276.053530085501,0,512
32,3.58,0,127.33567457123112,0,512
16,1.22,1,165.6321180513006,0,256
8,1.13,0,157.3505121487356,0,0
8,1.95,0,141.21199808219862,0,512
16,1.08,1,141.21199808219862,0,512
8,1.26,0,176.23257360658386,0,512
4,2.2,0,141.21199808219862,0,0
8,2.6,0,141.21199808219862,1000,128
8,0.98,1,157.3505121487356,0,512
8,1.6,0,157.3505121487356,0,256
8,1.09,1,352.4651472131677,0,240
6,2.2,0,141.21199808219862,0,256
8,2.04,0,141.21199808219862,0,256
4,2.4,0,141.21199808219862,1000,0
4,1.44,0,165.6321180513006,0,128
8,1.49,0,165.6321180513006,0,256
16,2.7,0,127.33567457123112,1000,256
16,2.6,0,141.21199808219862,1000,128
8,2.2,0,141.21199808219862,1000,128
4,2.18,0,100.45466986113652,1000,0
8,1.84,0,141.21199808219862,0,256
8,1.39,1,276.053530085501,0,256
16,2.4,0,141.21199808219862,0,256
8,1.37,1,165.6321180513006,0,512
4,1.95,0,100.45466986113652,500,0
8,1.36,0,176.23257360658386,0,256
8,2.31,0,141.21199808219862,0,256
4,2.18,0,100.45466986113652,1000,0
4,1.95,0,111.93520355955212,500,0
4,2.2,0,100.45466986113652,1000,0
4,1.26,0,176.23257360658386,500,0
4,1.86,0,100.45466986113652,1000,0
16,1.3,1,276.053530085501,0,1000
4,1.47,0,157.3505121487356,0,128
8,1.26,0,176.23257360658386,0,256
4,2.18,0,100.45466986113652,1000,0
8,2.2,0,141.21199808219862,1000,128
8,1.36,0,157.3505121487356,0,256
16,4.36,0,169.78089942830815,1000,512
8,2.75,0,127.33567457123112,1000,128
4,2.8,0,106.11306214269258,1000,0
4,2.23,0,100.45466986113652,500,0
8,2.2,0,100.45466986113652,0,256
8,1.1,1,194.94753717542463,0,256
16,2.5,0,141.21199808219862,1000,512
8,1.36,1,176.23257360658386,0,256
8,2.2,0,141.21199808219862,1000,0
4,2.36,0,106.11306214269258,1000,0
4,1.68,0,111.93520355955212,0,0
8,2.0,0,141.21199808219862,0,8
8,1.36,0,157.3505121487356,0,256
8,1.2,0,165.6321180513006,0,256
8,1.2,0,176.23257360658386,0,0
8,1.7,0,157.3505121487356,0,256
16,4.36,0,254.67134914246225,1000,512
8,1.24,1,165.6321180513006,0,256
4,1.45,1,135.0942111925629,0,256
8,1.3,0,276.053530085501,0,256
4,1.25,1,135.0942111925629,0,0
8,1.2,0,165.6321180513006,0,256
8,1.36,0,176.23257360658386,0,256
12,2.4,0,141.21199808219862,1000,128
8,1.1,1,176.23257360658386,0,512
8,2.04,0,100.45466986113652,1000,0
4,2.25,0,100.45466986113652,1000,0
4,1.9,0,100.45466986113652,500,0
4,2.04,0,141.21199808219862,500,0
32,4.42,0,127.33567457123112,1000,256
6,2.4,0,141.21199808219862,0,256
16,1.22,1,276.053530085501,0,512
8,1.5,1,209.8006828649808,0,256
32,4.42,0,127.33567457123112,1000,256
8,1.95,0,157.3505121487356,0,256
16,2.73,0,127.33567457123112,1000,256
8,2.04,0,141.21199808219862,1000,128
4,1.7,0,111.93520355955212,0,0
16,2.3,1,282.42399616439724,2000,512
6,2.04,0,100.45466986113652,1000,0
16,2.99,0,127.33567457123112,1000,256
12,2.19,1,141.21199808219862,0,512
4,1.2,0,165.6321180513006,0,128
6,2.2,0,141.21199808219862,0,256
4,2.3,0,100.45466986113652,0,256
4,1.75,0,111.93520355955212,500,0
4,2.25,0,100.45466986113652,500,0
8,2.04,0,141.21199808219862,1000,0
8,2.5,0,141.21199808219862,1000,128
8,2.36,0,100.45466986113652,1000,0
8,1.6,0,157.3505121487356,0,128
8,0.97,0,176.23257360658386,0,512
4,2.1,0,141.21199808219862,1000,128
4,1.9,0,100.45466986113652,0,128
8,2.3,0,141.21199808219862,0,256
8,1.68,1,165.6321180513006,0,256
8,1.4,0,276.053530085501,0,256
8,1.11,1,165.6321180513006,0,256
4,2.4,0,100.45466986113652,500,0
16,2.5,0,141.21199808219862,1000,256
8,1.48,0,157.3505121487356,0,512
8,2.7,0,141.21199808219862,1000,128
8,1.34,0,165.6321180513006,0,256
4,2.18,0,100.45466986113652,0,128
4,1.64,0,111.93520355955212,500,0
4,1.2,0,165.6321180513006,0,128
4,1.48,0,111.93520355955212,0,256
4,1.95,0,157.3505121487356,0,256
8,1.43,0,157.3505121487356,0,256
8,1.64,0,157.3505121487356,0,256
4,1.64,0,111.93520355955212,500,0
8,2.65,0,141.21199808219862,0,0
4,1.26,0,176.23257360658386,500,0
4,1.48,0,157.3505121487356,0,256
8,1.54,0,157.3505121487356,0,256
4,1.49,0,117.82653006268644,500,0
8,1.5,0,117.82653006268644,0,256
4,2.04,0,100.45466986113652,0,256
16,2.4,0,254.67134914246225,0,512
8,1.47,0,157.3505121487356,0,256
8,1.43,0,157.3505121487356,0,256
4,2.08,1,141.21199808219862,1000,0
8,1.2,0,165.6321180513006,0,256
8,1.11,0,165.6321180513006,0,256
8,1.64,0,157.3505121487356,0,256
8,2.09,0,141.21199808219862,500,0
4,1.26,0,125.36742798669836,0,256
4,2.31,0,111.93520355955212,500,0
4,1.95,0,111.93520355955212,500,0
8,1.29,1,276.053530085501,0,256
8,2.63,0,127.33567457123112,0,256
4,1.64,0,111.93520355955212,0,256
6,2.1,0,100.45466986113652,1000,0
8,2.7,0,127.33567457123112,1000,128
8,1.95,0,157.3505121487356,0,256
8,1.84,0,141.21199808219862,0,256
8,1.26,0,176.23257360658386,0,256
4,2.04,0,100.45466986113652,500,0
8,1.47,0,157.3505121487356,0,256
8,2.09,0,141.21199808219862,0,256
8,1.64,0,157.3505121487356,0,256
4,1.8,1,141.21199808219862,0,256
2,1.45,0,111.93520355955212,0,0
16,2.4,0,141.21199808219862,0,256
8,2.3,0,141.21199808219862,0,256
4,1.54,0,157.3505121487356,500,0
8,1.84,0,141.21199808219862,500,256
8,1.43,0,157.3505121487356,0,256
16,3.78,0,127.33567457123112,1000,256
16,4.6,0,127.33567457123112,1000,128
4,1.2,0,135.0942111925629,0,0
16,1.1,0,209.8006828649808,0,256
8,1.91,0,141.21199808219862,1000,0
8,2.3,1,141.21199808219862,0,256
4,2.04,0,100.45466986113652,0,256
16,1.2,1,276.053530085501,0,1000
4,2.31,0,100.45466986113652,500,0
4,1.96,0,100.45466986113652,500,0
8,2.4,0,100.45466986113652,1000,0
12,1.6,1,165.6321180513006,0,256
16,2.94,0,141.21199808219862,1000,256
8,2.04,0,141.21199808219862,0,256
16,4.0,0,127.33567457123112,1000,0
4,2.25,0,141.21199808219862,1000,0
16,2.32,0,141.21199808219862,2000,0
16,1.8,0,141.21199808219862,1000,256
8,1.29,0,165.6321180513006,0,256
64,3.58,0,127.33567457123112,0,1000
8,1.62,1,165.6321180513006,0,256
16,3.21,0,282.42399616439724,1000,256
8,0.92,0,226.4155471693585,0,0
4,2.06,0,100.45466986113652,500,0
4,2.31,0,100.45466986113652,500,0
8,1.26,0,176.23257360658386,0,256
8,1.49,0,165.6321180513006,0,256
8,1.3,1,176.23257360658386,0,256
8,3.0,0,106.11306214269258,1000,0
4,2.3,0,141.21199808219862,1000,0
16,3.78,0,127.33567457123112,1000,256
4,2.1,0,100.45466986113652,500,0
4,2.31,0,141.21199808219862,500,0
8,0.99,1,234.9767648087785,0,512
32,4.6,0,127.33567457123112,0,512
4,0.69,1,224.1738090785728,0,0
16,1.3,0,331.2642361026012,0,512
8,2.18,0,141.21199808219862,0,256
4,1.54,0,157.3505121487356,500,0
8,1.9,0,141.21199808219862,0,256
8,1.7,0,157.3505121487356,0,180
4,1.29,0,276.053530085501,0,0
4,2.4,0,100.45466986113652,500,0
4,2.2,0,100.45466986113652,500,0
4,1.86,0,100.45466986113652,1000,0
8,2.7,0,127.33567457123112,1000,256
4,1.4,0,165.6321180513006,0,256
4,2.4,0,125.36742798669836,0,128
8,2.4,0,141.21199808219862,1000,256
8,2.36,0,141.21199808219862,1000,0
8,2.6,0,127.33567457123112,0,256
4,1.96,0,100.45466986113652,1000,0
16,4.3,0,127.33567457123112,1000,128
4,1.5,0,125.36742798669836,500,0
4,1.5,0,125.36742798669836,0,128
4,2.2,0,100.45466986113652,0,16
8,3.0,0,127.33567457123112,1000,0
16,2.4,0,141.21199808219862,0,512
8,1.5,0,125.36742798669836,0,256
8,2.9,0,127.33567457123112,1000,128
4,2.1,1,141.21199808219862,0,256
4,2.1,0,141.21199808219862,1000,0
16,2.59,0,141.21199808219862,1000,128
8,1.16,1,276.053530085501,0,256
4,2.24,0,100.45466986113652,500,0
4,2.1,0,100.45466986113652,0,128
8,1.16,0,165.6321180513006,0,512
4,0.69,1,224.1738090785728,0,0
8,1.23,0,165.6321180513006,0,256
16,4.6,0,127.33567457123112,0,256
8,1.25,1,352.4651472131677,0,256
16,1.05,0,165.6321180513006,0,512
8,3.52,0,127.33567457123112,1000,128
4,1.35,0,165.6321180513006,0,0
8,1.16,0,165.6321180513006,0,256
8,1.43,0,157.3505121487356,0,256
4,2.09,0,100.45466986113652,500,0
4,2.0,0,100.45466986113652,1000,0
8,1.8,1,157.3505121487356,0,256
4,0.69,1,224.1738090785728,0,0
8,1.26,0,125.36742798669836,0,256
8,2.4,0,141.21199808219862,1000,128
8,3.35,0,127.33567457123112,1000,128
8,2.04,0,100.45466986113652,2000,0
8,1.8,1,157.3505121487356,0,512
4,1.5,0,111.93520355955212,0,0
8,1.84,0,141.21199808219862,0,256
4,2.23,0,141.21199808219862,1000,0
16,2.5,0,141.21199808219862,0,0
8,3.0,0,127.33567457123112,0,256
8,2.5,0,100.45466986113652,1000,0
16,3.78,0,127.33567457123112,1000,256
8,1.88,0,141.21199808219862,0,256
16,2.8,1,209.8006828649808,0,512
8,2.4,0,141.21199808219862,1000,128
8,1.48,1,165.6321180513006,0,256
8,2.59,0,141.21199808219862,0,256
8,1.48,1,220.84282406840083,0,256
8,2.0,0,141.21199808219862,0,256
8,1.26,0,176.23257360658386,0,256
8,2.18,0,141.21199808219862,0,256
8,1.88,0,141.21199808219862,0,256
8,1.27,1,209.8006828649808,0,256
4,1.9,0,100.45466986113652,1000,0
4,1.86,0,100.45466986113652,500,0
8,2.32,0,141.21199808219862,1000,0
8,2.62,0,141.21199808219862,1000,0
8,2.04,1,282.42399616439724,0,256
4,1.91,0,141.21199808219862,0,256
16,2.7,0,127.33567457123112,1000,256
12,1.4,0,157.3505121487356,0,512
8,2.5,0,141.21199808219862,0,0
8,1.48,1,220.84282406840083,0,512
8,1.7,0,157.3505121487356,0,256
16,1.7,0,157.3505121487356,1000,256
8,2.62,0,141.21199808219862,1000,0
8,2.2,0,100.45466986113652,1000,0
4,2.1,0,100.45466986113652,500,0
8,2.62,0,282.42399616439724,1000,128
8,1.95,0,141.21199808219862,0,256
4,2.2,0,141.21199808219862,1000,0
2,1.44,0,111.93520355955212,0,0
8,2.2,0,141.21199808219862,1000,0
8,1.96,0,141.21199808219862,0,256
16,2.1,0,141.21199808219862,0,512
4,2.2,0,100.45466986113652,500,0
4,2.1,0,100.45466986113652,500,0
8,2.2,0,141.21199808219862,1000,0
4,2.0,0,157.3505121487356,0,256
4,2.32,0,141.21199808219862,0,0
16,3.31,0,141.21199808219862,0,512
16,1.91,0,141.21199808219862,1000,128
4,2.07,0,100.45466986113652,500,0
8,1.36,1,209.8006828649808,0,256
6,1.54,0,141.21199808219862,0,256
8,1.98,0,141.21199808219862,0,256
4,2.1,0,100.45466986113652,500,0
6,2.18,0,141.21199808219862,1000,0
8,2.591,0,141.21199808219862,1000,256
16,2.09,1,141.21199808219862,0,512
4,2.23,0,141.21199808219862,0,256
8,1.23,1,276.053530085501,0,256
16,4.2,0,127.33567457123112,1000,256
8,2.4,0,141.21199808219862,1000,0
4,1.86,0,100.45466986113652,500,0
8,0.92,0,226.4155471693585,0,0
8,1.6,1,165.6321180513006,0,256
12,2.21,0,141.21199808219862,1000,128
4,1.9,0,100.45466986113652,1000,0
16,4.3,0,127.33567457123112,1000,512
4,2.1,0,100.45466986113652,1000,0
16,2.43,0,127.33567457123112,1000,256
4,2.3,0,100.45466986113652,0,128
8,2.2,0,100.45466986113652,500,0
16,2.0,1,141.21199808219862,0,512
16,1.2,1,276.053530085501,0,512
8,2.2,0,141.21199808219862,1000,0
8,2.36,0,141.21199808219862,0,256
8,1.91,0,100.45466986113652,0,256
4,2.2,0,100.45466986113652,500,0
8,3.3,0,106.11306214269258,1000,0
16,2.2,0,141.21199808219862,1000,256
8,0.92,0,226.4155471693585,0,0
16,2.2,0,141.21199808219862,1000,128
16,2.43,0,127.33567457123112,1000,256
8,2.191,1,141.21199808219862,0,256
16,2.9,0,127.33567457123112,1000,256
2,1.3,0,135.0942111925629,0,32
4,3.3,0,106.11306214269258,1000,0
8,2.8,0,106.11306214269258,1000,0
8,2.6,0,141.21199808219862,1000,128
8,1.2,1,157.3505121487356,0,256
8,2.3,0,141.21199808219862,0,256
8,2.2,0,141.21199808219862,1000,128
6,2.1,0,141.21199808219862,1000,0
8,1.26,1,176.23257360658386,0,256
4,2.08,1,146.86047800548656,500,0
4,2.65,0,100.45466986113652,1000,0
8,1.29,1,276.053530085501,0,256
4,2.18,0,100.45466986113652,1000,0
16,2.6,1,141.21199808219862,1000,128
8,2.2,0,141.21199808219862,1000,128
16,1.3,1,176.23257360658386,0,512
16,1.95,0,157.3505121487356,0,1000
8,2.3,1,100.45466986113652,1000,0
16,2.7,0,127.33567457123112,1000,256
4,1.08,0,135.0942111925629,0,0
4,2.1,0,141.21199808219862,1000,0
8,1.54,0,209.8006828649808,0,256
4,2.24,0,100.45466986113652,500,0
8,2.3,0,141.21199808219862,1000,128
16,1.4,0,165.6321180513006,0,512
6,2.2,0,141.21199808219862,0,256
8,1.45,0,165.6321180513006,0,256
4,2.4,0,100.45466986113652,500,0
16,2.77,1,127.33567457123112,0,512
4,1.54,0,157.3505121487356,0,256
16,2.5,0,141.21199808219862,1000,256
4,1.6,0,111.93520355955212,500,0
16,2.34,0,141.21199808219862,1000,256
8,2.3,0,141.21199808219862,0,256
8,1.24,1,276.053530085501,0,256
4,2.2,0,100.45466986113652,500,0
4,1.86,0,100.45466986113652,500,0
6,2.4,0,141.21199808219862,0,128
8,1.9,0,157.3505121487356,0,256
4,2.2,0,100.45466986113652,500,0
4,2.0,0,100.45466986113652,1000,0
16,4.0,0,127.33567457123112,1000,128
4,2.29,0,100.45466986113652,500,0
8,2.32,0,141.21199808219862,0,0
8,2.4,0,141.21199808219862,1000,128
4,1.8,1,157.3505121487356,0,128
8,1.2,0,165.6321180513006,0,512
6,2.3,0,100.45466986113652,1000,0
4,2.4,0,100.45466986113652,500,0
2,2.2,0,100.45466986113652,500,0
8,2.6,0,141.21199808219862,1000,0
6,2.04,0,141.21199808219862,0,0
8,2.3,0,100.45466986113652,1000,0
2,1.17,0,135.0942111925629,0,0
4,2.2,0,100.45466986113652,500,0
4,1.8,1,157.3505121487356,0,128
16,1.3,1,276.053530085501,0,512
2,1.5,0,111.93520355955212,0,0
6,2.19,0,100.45466986113652,1000,0
4,2.2,0,100.45466986113652,500,0
8,1.2,0,165.6321180513006,0,512
6,2.3,0,100.45466986113652,1000,0
4,2.4,0,100.45466986113652,500,0
2,2.2,0,100.45466986113652,500,0
8,2.6,0,141.21199808219862,1000,0
6,2.04,0,141.21199808219862,0,0
8,2.3,0,100.45466986113652,1000,0
2,1.17,0,135.0942111925629,0,0
4,2.2,0,100.45466986113652,500,0
4,1.8,1,157.3505121487356,0,128
16,1.3,1,276.053530085501,0,512
2,1.5,0,111.93520355955212,0,0
6,2.19,0,100.45466986113652,1000,0
4,2.2,0,100.45466986113652,500,0
8,1.2,0,165.6321180513006,0,512
6,2.3,0,100.45466986113652,1000,0
4,2.4,0,100.45466986113652,500,0
2,2.2,0,100.45466986113652,500,0
8,2.6,0,141.21199808219862,1000,0
6,2.04,0,141.21199808219862,0,0
8,2.3,0,100.45466986113652,1000,0
2,1.17,0,135.0942111925629,0,0
4,2.2,0,100.45466986113652,500,0
4,1.8,1,157.3505121487356,0,128
16,1.3,1,276.053530085501,0,512
2,1.5,0,111.93520355955212,0,0
6,2.19,0,100.45466986113652,1000,0
4,2.2,0,100.45466986113652,500,0
